user_id,behaviour_type,impulse_sensitivity,self_control_factor,base_spend_mean,base_txn_probability
2550,Disciplined,0.332,0.764,881.23,0.4
2551,Disciplined,0.475,0.605,965.75,0.4
2552,Weekend_Impulse,0.619,0.499,759.85,0.5
2553,Disciplined,0.398,0.757,795.69,0.4
2554,Emotional_Night,0.885,0.383,697.01,0.6
2555,Weekend_Impulse,0.516,0.416,1234.43,0.5
2556,Emotional_Night,0.861,0.465,645.48,0.6
2557,Disciplined,0.411,0.651,986.61,0.4
2558,Salary_Splurger,0.505,0.56,1605.14,0.5
2559,Salary_Splurger,0.608,0.427,1633.01,0.5
2560,Disciplined,0.484,0.753,954.95,0.4
2561,Salary_Splurger,0.587,0.528,1596.56,0.5
2562,Disciplined,0.386,0.716,765.22,0.4
2563,Weekend_Impulse,0.508,0.51,624.22,0.5
2564,Disciplined,0.385,0.758,926.63,0.4
2565,Weekend_Impulse,0.658,0.594,1352.71,0.5
2566,Emotional_Night,0.898,0.288,753.7,0.6
2567,Salary_Splurger,0.709,0.575,1502.3,0.5
2568,Emotional_Night,0.744,0.291,285.97,0.6
2569,Disciplined,0.402,0.664,709.27,0.4
2570,Emotional_Night,0.898,0.306,551.47,0.6
2571,Disciplined,0.414,0.696,791.93,0.4
2572,Emotional_Night,0.778,0.438,978.17,0.6
2573,Disciplined,0.366,0.62,684.34,0.4
2574,Emotional_Night,0.748,0.306,371.55,0.6
2575,Disciplined,0.45,0.726,610.08,0.4
2576,Disciplined,0.476,0.623,792.21,0.4
2577,Weekend_Impulse,0.522,0.541,920.8,0.5
2578,Emotional_Night,0.771,0.257,737.18,0.6
2579,Weekend_Impulse,0.588,0.561,858.09,0.5
2580,Weekend_Impulse,0.567,0.521,834.6,0.5
2581,Emotional_Night,0.87,0.296,302.16,0.6
2582,Emotional_Night,0.827,0.497,1053.78,0.6
2583,Emotional_Night,0.731,0.399,600.63,0.6
2584,Disciplined,0.472,0.709,737.52,0.4
2585,Weekend_Impulse,0.646,0.503,1201.23,0.5
2586,Disciplined,0.387,0.628,749.74,0.4
2587,Weekend_Impulse,0.505,0.486,765.84,0.5
2588,Weekend_Impulse,0.65,0.476,1196.48,0.5
2589,Disciplined,0.364,0.735,767.58,0.4
2590,Weekend_Impulse,0.625,0.456,830.04,0.5
2591,Disciplined,0.342,0.764,815.96,0.4
2592,Emotional_Night,0.793,0.36,90.35,0.6
2593,Emotional_Night,0.752,0.34,283.91,0.6
2594,Disciplined,0.368,0.613,980.99,0.4
2595,Disciplined,0.426,0.67,760.64,0.4
2596,Disciplined,0.366,0.633,817.73,0.4
2597,Disciplined,0.31,0.683,909.38,0.4
2598,Emotional_Night,0.753,0.476,658.51,0.6
2599,Weekend_Impulse,0.576,0.583,1058.41,0.5
2600,Weekend_Impulse,0.567,0.57,1098.18,0.5
2601,Emotional_Night,0.794,0.254,712.43,0.6
2602,Emotional_Night,0.75,0.336,1332.0,0.6
2603,Disciplined,0.471,0.656,964.16,0.4
2604,Disciplined,0.408,0.792,992.94,0.4
2605,Disciplined,0.448,0.717,774.86,0.4
2606,Disciplined,0.476,0.639,922.42,0.4
2607,Weekend_Impulse,0.634,0.529,647.85,0.5
2608,Weekend_Impulse,0.509,0.449,1078.27,0.5
2609,Disciplined,0.441,0.677,843.5,0.4
2610,Disciplined,0.346,0.766,815.37,0.4
2611,Disciplined,0.34,0.751,691.7,0.4
2612,Emotional_Night,0.735,0.446,1034.49,0.6
2613,Disciplined,0.41,0.798,761.43,0.4
2614,Disciplined,0.317,0.655,783.52,0.4
2615,Emotional_Night,0.749,0.299,823.33,0.6
2616,Salary_Splurger,0.673,0.306,1230.02,0.5
2617,Emotional_Night,0.726,0.257,813.03,0.6
2618,Salary_Splurger,0.602,0.592,1761.33,0.5
2619,Weekend_Impulse,0.524,0.581,970.57,0.5
2620,Disciplined,0.378,0.65,789.7,0.4
2621,Disciplined,0.311,0.701,776.25,0.4
2622,Disciplined,0.328,0.619,846.96,0.4
2623,Weekend_Impulse,0.661,0.454,1395.99,0.5
2624,Disciplined,0.499,0.725,702.56,0.4
2625,Disciplined,0.483,0.715,783.13,0.4
2626,Salary_Splurger,0.508,0.576,1972.65,0.5
2627,Disciplined,0.343,0.785,863.42,0.4
2628,Salary_Splurger,0.723,0.392,1798.05,0.5
2629,Disciplined,0.475,0.663,685.69,0.4
2630,Emotional_Night,0.743,0.248,429.88,0.6
2631,Weekend_Impulse,0.638,0.538,798.11,0.5
2632,Emotional_Night,0.807,0.464,841.29,0.6
2633,Weekend_Impulse,0.643,0.442,834.2,0.5
2634,Disciplined,0.463,0.737,884.05,0.4
2635,Weekend_Impulse,0.541,0.591,989.05,0.5
2636,Disciplined,0.317,0.793,872.87,0.4
2637,Weekend_Impulse,0.558,0.506,1126.61,0.5
2638,Weekend_Impulse,0.555,0.413,805.76,0.5
2639,Emotional_Night,0.768,0.396,617.63,0.6
2640,Salary_Splurger,0.567,0.554,591.08,0.5
2641,Salary_Splurger,0.662,0.332,1038.17,0.5
2642,Disciplined,0.384,0.62,919.92,0.4
2643,Weekend_Impulse,0.513,0.497,704.15,0.5
2644,Disciplined,0.474,0.792,655.11,0.4
2645,Weekend_Impulse,0.532,0.579,1168.79,0.5
2646,Emotional_Night,0.777,0.468,1008.27,0.6
2647,Disciplined,0.326,0.634,647.56,0.4
2648,Weekend_Impulse,0.519,0.523,1441.72,0.5
2649,Salary_Splurger,0.639,0.418,1824.94,0.5
2650,Disciplined,0.476,0.75,860.49,0.4
2651,Weekend_Impulse,0.63,0.561,1068.33,0.5
2652,Salary_Splurger,0.687,0.535,1218.74,0.5
2653,Disciplined,0.447,0.729,725.93,0.4
2654,Disciplined,0.34,0.756,920.34,0.4
2655,Salary_Splurger,0.59,0.56,1430.1,0.5
2656,Weekend_Impulse,0.519,0.49,1157.95,0.5
2657,Weekend_Impulse,0.541,0.538,921.89,0.5
2658,Disciplined,0.395,0.761,936.73,0.4
2659,Weekend_Impulse,0.597,0.504,1305.58,0.5
2660,Weekend_Impulse,0.649,0.514,883.15,0.5
2661,Disciplined,0.478,0.72,691.9,0.4
2662,Disciplined,0.346,0.645,888.33,0.4
2663,Emotional_Night,0.892,0.41,109.61,0.6
2664,Emotional_Night,0.752,0.351,251.33,0.6
2665,Emotional_Night,0.747,0.326,278.27,0.6
2666,Weekend_Impulse,0.574,0.47,1307.42,0.5
2667,Emotional_Night,0.724,0.401,728.75,0.6
2668,Emotional_Night,0.876,0.486,362.69,0.6
2669,Salary_Splurger,0.572,0.386,1357.57,0.5
2670,Disciplined,0.477,0.734,898.87,0.4
2671,Salary_Splurger,0.579,0.342,1291.24,0.5
2672,Salary_Splurger,0.714,0.383,1402.35,0.5
2673,Disciplined,0.351,0.788,919.73,0.4
2674,Weekend_Impulse,0.663,0.534,1225.54,0.5
2675,Disciplined,0.396,0.789,910.91,0.4
2676,Disciplined,0.362,0.738,826.58,0.4
2677,Emotional_Night,0.87,0.238,339.22,0.6
2678,Weekend_Impulse,0.512,0.439,890.69,0.5
2679,Disciplined,0.329,0.628,648.61,0.4
2680,Salary_Splurger,0.56,0.541,1295.53,0.5
2681,Emotional_Night,0.722,0.258,726.22,0.6
2682,Weekend_Impulse,0.694,0.488,926.41,0.5
2683,Disciplined,0.394,0.71,785.55,0.4
2684,Disciplined,0.438,0.656,910.64,0.4
2685,Weekend_Impulse,0.531,0.567,891.6,0.5
2686,Salary_Splurger,0.762,0.466,1132.16,0.5
2687,Weekend_Impulse,0.568,0.505,1189.07,0.5
2688,Disciplined,0.317,0.75,956.79,0.4
2689,Weekend_Impulse,0.554,0.555,1021.15,0.5
2690,Emotional_Night,0.738,0.382,398.47,0.6
2691,Weekend_Impulse,0.503,0.563,1276.05,0.5
2692,Emotional_Night,0.808,0.242,554.65,0.6
2693,Emotional_Night,0.79,0.248,320.39,0.6
2694,Disciplined,0.493,0.78,759.09,0.4
2695,Weekend_Impulse,0.565,0.584,1010.88,0.5
2696,Weekend_Impulse,0.642,0.557,730.98,0.5
2697,Emotional_Night,0.883,0.496,588.09,0.6
2698,Weekend_Impulse,0.502,0.439,867.41,0.5
2699,Emotional_Night,0.818,0.31,326.45,0.6
2700,Disciplined,0.476,0.683,801.03,0.4
2701,Emotional_Night,0.765,0.279,639.7,0.6
2702,Emotional_Night,0.704,0.415,523.45,0.6
2703,Disciplined,0.461,0.692,707.67,0.4
2704,Disciplined,0.448,0.771,822.28,0.4
2705,Emotional_Night,0.73,0.214,506.54,0.6
2706,Disciplined,0.437,0.603,949.43,0.4
2707,Disciplined,0.309,0.704,666.41,0.4
2708,Disciplined,0.437,0.769,814.88,0.4
2709,Weekend_Impulse,0.675,0.562,1186.46,0.5
2710,Disciplined,0.414,0.764,527.74,0.4
2711,Weekend_Impulse,0.645,0.539,729.3,0.5
2712,Disciplined,0.302,0.772,511.93,0.4
2713,Weekend_Impulse,0.606,0.486,1289.56,0.5
2714,Disciplined,0.451,0.772,887.13,0.4
2715,Salary_Splurger,0.641,0.334,1757.81,0.5
2716,Disciplined,0.379,0.605,857.92,0.4
2717,Disciplined,0.497,0.703,753.1,0.4
2718,Disciplined,0.327,0.629,964.69,0.4
2719,Disciplined,0.493,0.759,782.93,0.4
2720,Salary_Splurger,0.608,0.503,1073.36,0.5
2721,Disciplined,0.449,0.75,873.91,0.4
2722,Disciplined,0.46,0.673,634.32,0.4
2723,Emotional_Night,0.877,0.439,212.65,0.6
2724,Disciplined,0.417,0.625,821.39,0.4
2725,Disciplined,0.37,0.707,744.67,0.4
2726,Weekend_Impulse,0.566,0.492,1237.93,0.5
2727,Weekend_Impulse,0.608,0.546,687.94,0.5
2728,Disciplined,0.489,0.768,670.16,0.4
2729,Disciplined,0.37,0.637,733.93,0.4
2730,Emotional_Night,0.887,0.448,515.23,0.6
2731,Disciplined,0.335,0.648,833.77,0.4
2732,Salary_Splurger,0.605,0.456,1848.64,0.5
2733,Weekend_Impulse,0.679,0.474,637.06,0.5
2734,Disciplined,0.379,0.601,773.25,0.4
2735,Disciplined,0.344,0.759,877.41,0.4
2736,Emotional_Night,0.775,0.366,758.24,0.6
2737,Emotional_Night,0.849,0.445,247.03,0.6
2738,Salary_Splurger,0.596,0.56,2326.7,0.5
2739,Disciplined,0.495,0.703,843.63,0.4
2740,Weekend_Impulse,0.506,0.416,964.19,0.5
2741,Weekend_Impulse,0.665,0.531,1345.47,0.5
2742,Weekend_Impulse,0.67,0.406,791.97,0.5
2743,Emotional_Night,0.893,0.284,1204.61,0.6
2744,Salary_Splurger,0.625,0.302,1677.34,0.5
2745,Weekend_Impulse,0.514,0.402,619.32,0.5
2746,Weekend_Impulse,0.601,0.43,839.34,0.5
2747,Emotional_Night,0.835,0.355,100.23,0.6
2748,Disciplined,0.372,0.771,754.57,0.4
2749,Disciplined,0.472,0.745,556.89,0.4
2750,Emotional_Night,0.855,0.389,414.45,0.6
2751,Salary_Splurger,0.735,0.331,1660.18,0.5
2752,Salary_Splurger,0.593,0.597,1461.42,0.5
2753,Salary_Splurger,0.732,0.319,1886.37,0.5
2754,Emotional_Night,0.801,0.385,773.26,0.6
2755,Disciplined,0.312,0.797,864.62,0.4
2756,Disciplined,0.354,0.777,697.06,0.4
2757,Salary_Splurger,0.563,0.468,2157.49,0.5
2758,Emotional_Night,0.786,0.262,471.79,0.6
2759,Weekend_Impulse,0.632,0.576,1145.16,0.5
2760,Weekend_Impulse,0.577,0.523,1246.45,0.5
2761,Weekend_Impulse,0.638,0.461,1173.44,0.5
2762,Disciplined,0.486,0.741,976.67,0.4
2763,Disciplined,0.405,0.637,889.95,0.4
2764,Weekend_Impulse,0.664,0.447,931.61,0.5
2765,Weekend_Impulse,0.682,0.482,1573.2,0.5
2766,Emotional_Night,0.74,0.353,941.14,0.6
2767,Weekend_Impulse,0.638,0.517,835.07,0.5
2768,Disciplined,0.428,0.725,727.88,0.4
2769,Weekend_Impulse,0.544,0.442,907.92,0.5
2770,Salary_Splurger,0.684,0.349,1496.82,0.5
2771,Weekend_Impulse,0.686,0.441,1058.85,0.5
2772,Salary_Splurger,0.742,0.594,1759.58,0.5
2773,Emotional_Night,0.806,0.391,1113.26,0.6
2774,Disciplined,0.325,0.667,911.5,0.4
2775,Disciplined,0.39,0.626,749.74,0.4
2776,Emotional_Night,0.837,0.237,340.07,0.6
2777,Disciplined,0.431,0.72,901.59,0.4
2778,Salary_Splurger,0.668,0.39,1678.74,0.5
2779,Emotional_Night,0.85,0.311,570.08,0.6
2780,Disciplined,0.394,0.666,688.22,0.4
2781,Weekend_Impulse,0.524,0.566,935.82,0.5
2782,Disciplined,0.431,0.609,800.63,0.4
2783,Salary_Splurger,0.608,0.568,1608.95,0.5
2784,Emotional_Night,0.729,0.392,558.15,0.6
2785,Disciplined,0.448,0.657,846.44,0.4
2786,Disciplined,0.343,0.748,500.15,0.4
2787,Disciplined,0.311,0.678,843.13,0.4
2788,Salary_Splurger,0.523,0.503,2219.44,0.5
2789,Disciplined,0.378,0.697,895.0,0.4
2790,Emotional_Night,0.798,0.303,1119.53,0.6
2791,Disciplined,0.381,0.653,885.02,0.4
2792,Disciplined,0.36,0.711,555.87,0.4
2793,Salary_Splurger,0.506,0.493,1237.51,0.5
2794,Disciplined,0.306,0.725,724.13,0.4
2795,Emotional_Night,0.821,0.418,392.3,0.6
2796,Weekend_Impulse,0.589,0.46,790.48,0.5
2797,Weekend_Impulse,0.561,0.403,670.23,0.5
2798,Disciplined,0.463,0.632,663.79,0.4
2799,Emotional_Night,0.786,0.22,426.91,0.6
2800,Weekend_Impulse,0.69,0.532,1316.57,0.5
2801,Salary_Splurger,0.658,0.572,1822.06,0.5
2802,Disciplined,0.306,0.63,820.59,0.4
2803,Emotional_Night,0.747,0.436,776.65,0.6
2804,Salary_Splurger,0.734,0.551,1479.23,0.5
2805,Weekend_Impulse,0.637,0.516,700.28,0.5
2806,Disciplined,0.337,0.672,972.6,0.4
2807,Weekend_Impulse,0.608,0.404,1157.0,0.5
2808,Salary_Splurger,0.556,0.48,980.39,0.5
2809,Weekend_Impulse,0.651,0.552,1145.95,0.5
2810,Emotional_Night,0.785,0.282,573.42,0.6
2811,Emotional_Night,0.801,0.218,405.79,0.6
2812,Emotional_Night,0.733,0.225,1063.47,0.6
2813,Weekend_Impulse,0.606,0.559,1179.54,0.5
2814,Disciplined,0.349,0.636,749.41,0.4
2815,Disciplined,0.303,0.733,922.38,0.4
2816,Disciplined,0.434,0.659,748.98,0.4
2817,Weekend_Impulse,0.558,0.419,783.03,0.5
2818,Weekend_Impulse,0.532,0.412,1156.11,0.5
2819,Salary_Splurger,0.764,0.423,1309.68,0.5
2820,Weekend_Impulse,0.623,0.583,898.39,0.5
2821,Disciplined,0.44,0.686,896.36,0.4
2822,Weekend_Impulse,0.665,0.575,1406.99,0.5
2823,Disciplined,0.495,0.659,786.3,0.4
2824,Emotional_Night,0.875,0.417,862.79,0.6
2825,Disciplined,0.322,0.608,776.18,0.4
2826,Disciplined,0.37,0.723,764.46,0.4
2827,Disciplined,0.467,0.782,838.87,0.4
2828,Weekend_Impulse,0.662,0.437,1395.6,0.5
2829,Disciplined,0.492,0.705,880.54,0.4
2830,Weekend_Impulse,0.619,0.592,978.94,0.5
2831,Disciplined,0.47,0.647,827.58,0.4
2832,Disciplined,0.434,0.702,817.53,0.4
2833,Weekend_Impulse,0.553,0.487,852.19,0.5
2834,Weekend_Impulse,0.641,0.594,949.34,0.5
2835,Salary_Splurger,0.748,0.596,1869.75,0.5
2836,Disciplined,0.469,0.758,826.08,0.4
2837,Disciplined,0.406,0.658,952.17,0.4
2838,Disciplined,0.31,0.65,742.53,0.4
2839,Disciplined,0.321,0.621,779.36,0.4
2840,Salary_Splurger,0.626,0.325,1599.07,0.5
2841,Emotional_Night,0.719,0.204,534.64,0.6
2842,Disciplined,0.474,0.607,836.37,0.4
2843,Disciplined,0.42,0.715,799.46,0.4
2844,Disciplined,0.494,0.61,744.1,0.4
2845,Salary_Splurger,0.704,0.578,1572.49,0.5
2846,Weekend_Impulse,0.524,0.444,962.48,0.5
2847,Weekend_Impulse,0.678,0.527,796.81,0.5
2848,Weekend_Impulse,0.66,0.402,1001.56,0.5
2849,Salary_Splurger,0.771,0.527,1083.12,0.5
2850,Salary_Splurger,0.541,0.515,1379.48,0.5
2851,Disciplined,0.416,0.609,893.25,0.4
2852,Disciplined,0.445,0.647,874.96,0.4
2853,Disciplined,0.349,0.731,918.86,0.4
2854,Weekend_Impulse,0.576,0.454,1058.6,0.5
2855,Emotional_Night,0.737,0.275,719.17,0.6
2856,Weekend_Impulse,0.579,0.551,1030.25,0.5
2857,Salary_Splurger,0.701,0.341,1386.88,0.5
2858,Disciplined,0.395,0.648,807.44,0.4
2859,Weekend_Impulse,0.605,0.423,935.0,0.5
2860,Salary_Splurger,0.54,0.6,2054.41,0.5
2861,Emotional_Night,0.764,0.28,709.99,0.6
2862,Weekend_Impulse,0.534,0.548,1113.37,0.5
2863,Salary_Splurger,0.742,0.356,1742.22,0.5
2864,Disciplined,0.452,0.612,724.31,0.4
2865,Disciplined,0.32,0.743,654.08,0.4
2866,Disciplined,0.454,0.616,864.96,0.4
2867,Weekend_Impulse,0.582,0.528,1356.37,0.5
2868,Disciplined,0.301,0.792,710.43,0.4
2869,Salary_Splurger,0.58,0.471,1440.08,0.5
2870,Weekend_Impulse,0.68,0.494,884.3,0.5
2871,Salary_Splurger,0.713,0.444,1743.48,0.5
2872,Salary_Splurger,0.669,0.425,1533.09,0.5
2873,Salary_Splurger,0.643,0.436,1903.33,0.5
2874,Disciplined,0.412,0.76,793.44,0.4
2875,Disciplined,0.408,0.686,794.81,0.4
2876,Weekend_Impulse,0.528,0.404,791.84,0.5
2877,Disciplined,0.407,0.786,703.22,0.4
2878,Emotional_Night,0.888,0.387,947.2,0.6
2879,Disciplined,0.359,0.622,735.58,0.4
2880,Disciplined,0.425,0.624,836.68,0.4
2881,Disciplined,0.357,0.626,962.45,0.4
2882,Emotional_Night,0.777,0.305,815.78,0.6
2883,Disciplined,0.392,0.764,748.82,0.4
2884,Weekend_Impulse,0.663,0.573,838.31,0.5
2885,Disciplined,0.302,0.648,776.08,0.4
2886,Disciplined,0.404,0.61,861.67,0.4
2887,Disciplined,0.471,0.737,669.18,0.4
2888,Salary_Splurger,0.622,0.512,1320.37,0.5
2889,Salary_Splurger,0.567,0.403,1027.1,0.5
2890,Disciplined,0.381,0.772,655.37,0.4
2891,Weekend_Impulse,0.584,0.58,528.55,0.5
2892,Salary_Splurger,0.544,0.427,1604.38,0.5
2893,Disciplined,0.311,0.671,824.55,0.4
2894,Weekend_Impulse,0.547,0.528,1086.53,0.5
2895,Weekend_Impulse,0.588,0.425,854.43,0.5
2896,Disciplined,0.338,0.649,844.04,0.4
2897,Weekend_Impulse,0.689,0.562,874.79,0.5
2898,Weekend_Impulse,0.638,0.513,995.1,0.5
2899,Disciplined,0.301,0.678,941.14,0.4
2900,Emotional_Night,0.895,0.448,474.78,0.6
2901,Weekend_Impulse,0.633,0.43,1389.86,0.5
2902,Disciplined,0.365,0.797,884.04,0.4
2903,Emotional_Night,0.763,0.393,419.73,0.6
2904,Disciplined,0.402,0.7,876.52,0.4
2905,Emotional_Night,0.712,0.376,180.74,0.6
2906,Emotional_Night,0.758,0.27,465.69,0.6
2907,Disciplined,0.4,0.739,870.69,0.4
2908,Disciplined,0.332,0.657,874.5,0.4
2909,Salary_Splurger,0.774,0.469,975.22,0.5
2910,Disciplined,0.304,0.691,826.14,0.4
2911,Emotional_Night,0.842,0.389,343.13,0.6
2912,Disciplined,0.359,0.639,847.73,0.4
2913,Weekend_Impulse,0.665,0.527,1351.77,0.5
2914,Salary_Splurger,0.635,0.4,1862.75,0.5
2915,Weekend_Impulse,0.636,0.513,955.22,0.5
2916,Emotional_Night,0.727,0.465,620.88,0.6
2917,Disciplined,0.313,0.721,825.18,0.4
2918,Weekend_Impulse,0.508,0.58,1022.25,0.5
2919,Salary_Splurger,0.729,0.388,2362.41,0.5
2920,Weekend_Impulse,0.697,0.5,912.13,0.5
2921,Disciplined,0.367,0.609,694.09,0.4
2922,Salary_Splurger,0.568,0.426,1773.68,0.5
2923,Weekend_Impulse,0.567,0.403,784.04,0.5
2924,Emotional_Night,0.768,0.278,113.18,0.6
2925,Salary_Splurger,0.523,0.531,1294.42,0.5
2926,Emotional_Night,0.775,0.252,761.4,0.6
2927,Disciplined,0.428,0.734,743.16,0.4
2928,Salary_Splurger,0.758,0.345,1326.36,0.5
2929,Weekend_Impulse,0.638,0.463,1460.1,0.5
2930,Emotional_Night,0.864,0.428,501.88,0.6
2931,Disciplined,0.427,0.622,762.71,0.4
2932,Emotional_Night,0.849,0.393,727.3,0.6
2933,Disciplined,0.418,0.66,750.71,0.4
2934,Weekend_Impulse,0.58,0.577,1062.32,0.5
2935,Disciplined,0.381,0.65,626.03,0.4
2936,Emotional_Night,0.757,0.462,267.44,0.6
2937,Salary_Splurger,0.782,0.451,1441.56,0.5
2938,Weekend_Impulse,0.541,0.423,900.01,0.5
2939,Weekend_Impulse,0.546,0.452,964.14,0.5
2940,Disciplined,0.426,0.741,620.3,0.4
2941,Emotional_Night,0.852,0.349,658.85,0.6
2942,Emotional_Night,0.818,0.447,1017.53,0.6
2943,Emotional_Night,0.733,0.409,481.28,0.6
2944,Disciplined,0.314,0.697,640.5,0.4
2945,Emotional_Night,0.713,0.448,263.83,0.6
2946,Weekend_Impulse,0.676,0.504,1080.34,0.5
2947,Emotional_Night,0.701,0.306,611.43,0.6
2948,Weekend_Impulse,0.533,0.555,734.22,0.5
2949,Emotional_Night,0.86,0.216,321.71,0.6
2950,Disciplined,0.462,0.657,630.02,0.4
2951,Disciplined,0.373,0.688,788.38,0.4
2952,Salary_Splurger,0.688,0.406,1410.77,0.5
2953,Emotional_Night,0.793,0.449,846.0,0.6
2954,Emotional_Night,0.8,0.208,367.62,0.6
2955,Weekend_Impulse,0.688,0.563,719.4,0.5
2956,Disciplined,0.348,0.788,686.46,0.4
2957,Disciplined,0.325,0.794,718.35,0.4
2958,Emotional_Night,0.755,0.385,1192.93,0.6
2959,Weekend_Impulse,0.536,0.507,871.1,0.5
2960,Weekend_Impulse,0.646,0.472,955.87,0.5
2961,Disciplined,0.336,0.751,833.94,0.4
2962,Weekend_Impulse,0.686,0.569,944.87,0.5
2963,Disciplined,0.461,0.737,752.06,0.4
2964,Emotional_Night,0.715,0.242,765.37,0.6
2965,Disciplined,0.468,0.738,785.9,0.4
2966,Emotional_Night,0.711,0.212,641.5,0.6
2967,Disciplined,0.345,0.765,818.34,0.4
2968,Weekend_Impulse,0.504,0.425,868.17,0.5
2969,Disciplined,0.392,0.669,661.89,0.4
2970,Disciplined,0.366,0.624,825.23,0.4
2971,Disciplined,0.384,0.747,618.03,0.4
2972,Disciplined,0.415,0.642,774.39,0.4
2973,Disciplined,0.348,0.623,901.95,0.4
2974,Disciplined,0.397,0.727,755.69,0.4
2975,Disciplined,0.311,0.627,682.37,0.4
2976,Salary_Splurger,0.779,0.585,980.68,0.5
2977,Weekend_Impulse,0.669,0.456,979.19,0.5
2978,Salary_Splurger,0.684,0.475,1706.06,0.5
2979,Salary_Splurger,0.716,0.473,1699.22,0.5
2980,Disciplined,0.426,0.707,836.71,0.4
2981,Salary_Splurger,0.54,0.455,1963.35,0.5
2982,Salary_Splurger,0.606,0.324,1296.53,0.5
2983,Weekend_Impulse,0.561,0.565,1183.21,0.5
2984,Emotional_Night,0.756,0.462,715.15,0.6
2985,Disciplined,0.432,0.601,963.34,0.4
2986,Weekend_Impulse,0.595,0.509,902.08,0.5
2987,Salary_Splurger,0.649,0.31,1721.23,0.5
2988,Disciplined,0.388,0.601,756.13,0.4
2989,Emotional_Night,0.847,0.216,947.6,0.6
2990,Disciplined,0.493,0.771,698.28,0.4
2991,Emotional_Night,0.862,0.26,613.15,0.6
2992,Disciplined,0.41,0.767,669.62,0.4
2993,Weekend_Impulse,0.612,0.44,1178.5,0.5
2994,Salary_Splurger,0.656,0.407,1906.09,0.5
2995,Salary_Splurger,0.682,0.562,978.12,0.5
2996,Weekend_Impulse,0.61,0.487,727.63,0.5
2997,Emotional_Night,0.8,0.341,5.11,0.6
2998,Weekend_Impulse,0.681,0.562,1237.6,0.5
2999,Weekend_Impulse,0.663,0.562,939.93,0.5
3000,Emotional_Night,0.844,0.354,496.68,0.6
3001,Weekend_Impulse,0.643,0.427,1196.29,0.5
3002,Disciplined,0.441,0.671,980.47,0.4
3003,Disciplined,0.389,0.741,888.25,0.4
3004,Weekend_Impulse,0.635,0.453,1183.93,0.5
3005,Emotional_Night,0.752,0.327,802.06,0.6
3006,Disciplined,0.426,0.793,727.74,0.4
3007,Weekend_Impulse,0.668,0.599,857.67,0.5
3008,Disciplined,0.483,0.714,689.69,0.4
3009,Disciplined,0.356,0.78,910.9,0.4
3010,Emotional_Night,0.798,0.313,781.78,0.6
3011,Emotional_Night,0.707,0.294,92.41,0.6
3012,Salary_Splurger,0.587,0.319,2087.51,0.5
3013,Weekend_Impulse,0.666,0.568,738.22,0.5
3014,Emotional_Night,0.875,0.462,381.82,0.6
3015,Disciplined,0.347,0.717,734.42,0.4
3016,Weekend_Impulse,0.526,0.44,980.9,0.5
3017,Emotional_Night,0.78,0.232,90.11,0.6
3018,Emotional_Night,0.88,0.335,381.69,0.6
3019,Disciplined,0.391,0.636,725.44,0.4
3020,Disciplined,0.441,0.659,892.24,0.4
3021,Disciplined,0.499,0.657,861.05,0.4
3022,Disciplined,0.413,0.624,1004.36,0.4
3023,Weekend_Impulse,0.676,0.591,1059.02,0.5
3024,Disciplined,0.403,0.758,753.83,0.4
3025,Weekend_Impulse,0.592,0.489,723.28,0.5
3026,Emotional_Night,0.83,0.44,209.25,0.6
3027,Emotional_Night,0.803,0.363,864.89,0.6
3028,Disciplined,0.324,0.687,794.65,0.4
3029,Salary_Splurger,0.772,0.367,1016.63,0.5
3030,Disciplined,0.378,0.653,691.21,0.4
3031,Salary_Splurger,0.759,0.357,1284.66,0.5
3032,Salary_Splurger,0.745,0.531,1180.9,0.5
3033,Weekend_Impulse,0.55,0.413,888.01,0.5
3034,Emotional_Night,0.765,0.464,270.71,0.6
3035,Salary_Splurger,0.633,0.343,1574.15,0.5
3036,Salary_Splurger,0.633,0.45,1865.17,0.5
3037,Emotional_Night,0.788,0.209,717.28,0.6
3038,Emotional_Night,0.817,0.487,542.87,0.6
3039,Weekend_Impulse,0.66,0.52,1067.7,0.5
3040,Emotional_Night,0.797,0.456,692.89,0.6
3041,Weekend_Impulse,0.678,0.461,865.94,0.5
3042,Disciplined,0.454,0.66,636.59,0.4
3043,Emotional_Night,0.819,0.296,682.9,0.6
3044,Emotional_Night,0.886,0.312,375.43,0.6
3045,Disciplined,0.457,0.742,845.29,0.4
3046,Emotional_Night,0.751,0.36,632.29,0.6
3047,Disciplined,0.335,0.656,856.49,0.4
3048,Weekend_Impulse,0.684,0.416,718.08,0.5
3049,Emotional_Night,0.732,0.395,472.24,0.6
3050,Disciplined,0.468,0.671,790.12,0.4
3051,Disciplined,0.362,0.602,850.7,0.4
3052,Disciplined,0.353,0.641,641.65,0.4
3053,Disciplined,0.48,0.673,834.64,0.4
3054,Emotional_Night,0.841,0.252,408.06,0.6
3055,Disciplined,0.467,0.73,638.76,0.4
3056,Salary_Splurger,0.532,0.428,2134.12,0.5
3057,Weekend_Impulse,0.54,0.419,587.42,0.5
3058,Disciplined,0.37,0.66,829.6,0.4
3059,Weekend_Impulse,0.694,0.585,1076.55,0.5
3060,Emotional_Night,0.845,0.224,673.0,0.6
3061,Disciplined,0.339,0.613,814.7,0.4
3062,Salary_Splurger,0.605,0.472,1505.84,0.5
3063,Disciplined,0.351,0.634,893.85,0.4
